,avg_bad_aqi_day_pct_2020_2024,avg_bad_aqi_days_2020_2024,avg_median_aqi_2020_2024,avg_aqi_90th_percentile_2020_2024,avg_max_aqi_2020_2024,avg_pct_days_pm25_main_pollutant_2020_2024,avg_pct_days_ozone_main_pollutant_2020_2024,avg_pct_days_no2_main_pollutant_2020_2024
median_household_income,-0.22986871644269702,-0.22757774676650347,-0.17490222805849664,-0.2518755231137817,-0.07940441521485342,0.1414077735171744,-0.10821571219843261,0.5112278110131375
mean_household_income,-0.2551566349506449,-0.25312589157736104,-0.21564844577965323,-0.2840084814523612,-0.12762146138953465,0.16934532623248158,-0.125773557408649,0.5476219533246457
per_capita_income,-0.3480495546865353,-0.3464453258838811,-0.3591899726051706,-0.36379580147700596,-0.03128872754431552,0.16335780680052883,-0.11774954648582124,0.5223345509548498
poverty_rate_all_people,0.26089612816576147,0.2588470135999321,0.2289004738278735,0.24954625777190848,-0.08890304132505213,-0.017458843553061428,-0.01066892143498975,-0.25346644411019537
unemployment_rate,0.22156281218824156,0.22054433810674257,0.2611261159657978,0.19666314612676622,-0.252150751512826,0.008259990767088913,-0.03897131255594384,-0.1715281256571602
pct_high_school_or_higher,-0.364090470580751,-0.3652465765943467,-0.44217429215843257,-0.326285952111379,0.07610666730735367,-0.022387778698694887,0.10035761754083367,0.05711509457746099
pct_bachelors_or_higher,-0.2887365686294648,-0.2872564776177259,-0.2612734992193314,-0.29044586030208686,-0.07118959578933894,0.1994624333006403,-0.15181510648054672,0.4865058484200815
pct_no_health_insurance,0.4032094648210818,0.4013277256301787,0.3341612793732697,0.3976380651163258,0.3008891959650869,0.10519651739826764,-0.17396025267462645,-0.21106846677810556
